circrna_id,cell_type,expression_mean,detection_rate
circ_00751,Dendritic cells,6.595473966954492,0.7100155505781646
circ_00752,B cells,6.723483370310175,0.6173227797246708
circ_00753,CD4+ T cells,8.10399999918993,0.6910374013004419
circ_00754,CD4+ T cells,7.653033230803007,0.2858426399002252
circ_00755,Macrophages,5.838457775083761,0.11612200718882584
circ_00756,Dendritic cells,8.320487089114737,0.694045977269971
circ_00757,NK cells,7.677718954900246,0.17681306800139285
circ_00758,Dendritic cells,3.6996384254253387,0.479123938186367
circ_00759,NK cells,1.0548068579932668,0.37585803491645586
circ_00760,NK cells,2.8505853213949917,0.1802801517076628
circ_00761,Macrophages,6.760903893158744,0.7128415889760373
circ_00762,NK cells,8.001082313418555,0.9974292581705269
circ_00763,CD8+ T cells,2.0430906248396594,0.979983562113968
circ_00764,NK cells,0.17249918314379165,0.8654164084019581
circ_00765,B cells,3.609707681029941,0.8532272606213336
circ_00766,Macrophages,4.965992875538193,0.37060974433531535
circ_00767,CD4+ T cells,6.422180803795248,0.7599260985094302
circ_00768,B cells,4.763577466369069,0.35741687662228994
circ_00769,Dendritic cells,1.6206415033970867,0.9227243463712462
circ_00770,Macrophages,5.442850875920384,0.7077331669948951
circ_00771,CD4+ T cells,3.5322204031271043,0.6811034746569219
circ_00772,CD4+ T cells,4.982643012074066,0.46435548047925246
circ_00773,CD8+ T cells,9.209638470030118,0.8121113982087359
circ_00774,B cells,5.339747486267042,0.4789806520354567
circ_00775,NK cells,3.0852418596493636,0.9714735338995879
circ_00776,Dendritic cells,2.436126825289744,0.15839640125465437
circ_00777,CD8+ T cells,9.442982301314341,0.29464014187084253
circ_00778,CD8+ T cells,1.4948025700434409,0.8194750851708392
circ_00779,Dendritic cells,6.763431121757655,0.4687171164825761
circ_00780,NK cells,0.913836677964005,0.37569590152953014
circ_00781,Dendritic cells,4.498456454589891,0.7099680054194445
circ_00782,B cells,5.023077764625219,0.5081074138174485
circ_00783,Dendritic cells,6.646807548288901,0.42621663477565874
circ_00784,Macrophages,1.1941169827456177,0.5339123701595355
circ_00785,Dendritic cells,0.9278103039928343,0.8472851250355821
circ_00786,CD8+ T cells,1.44223507158445,0.49185714018397375
circ_00787,CD4+ T cells,8.826385078493896,0.340149938930715
circ_00788,CD8+ T cells,0.58711119026299,0.8911566047754986
circ_00789,CD4+ T cells,1.080378907727082,0.13529103109215096
circ_00790,Dendritic cells,3.191880074596789,0.7108189741909536
circ_00791,CD8+ T cells,7.316651457131819,0.12241457899854458
circ_00792,CD8+ T cells,5.268404830966084,0.5227765438463892
circ_00793,NK cells,8.65263998440443,0.7920352072603553
circ_00794,Dendritic cells,6.608976632431538,0.20971559330232642
circ_00795,Dendritic cells,2.792232143471386,0.6944004584785459
circ_00796,B cells,8.813784304871401,0.9106733293730003
circ_00797,Dendritic cells,5.693294037971025,0.5083392971683495
circ_00798,CD4+ T cells,6.160384605308183,0.9690688018493199
circ_00799,CD4+ T cells,3.8681389952117695,0.12124800288832499
circ_00800,Macrophages,5.065877557910881,0.5769636032223436
circ_00801,Macrophages,7.791786986215317,0.8413732444759735
circ_00802,CD8+ T cells,8.04036329810869,0.910938921396243
circ_00803,CD8+ T cells,6.917507011769616,0.3536191455486528
circ_00804,NK cells,6.847722952274008,0.3452766014392137
circ_00805,B cells,1.3905691143759291,0.6567009267954806
circ_00806,Dendritic cells,9.109933505803772,0.9593072778624089
circ_00807,NK cells,7.859150825379293,0.5658729817304132
circ_00808,CD8+ T cells,6.110361650160331,0.9202858697740179
circ_00809,Macrophages,2.9808247308503475,0.1479375906676496
circ_00810,CD4+ T cells,3.6282213144642483,0.9885933608932863
circ_00811,CD4+ T cells,7.78694516298287,0.8060766928749443
circ_00812,NK cells,2.582657456984033,0.5852317856250512
circ_00813,NK cells,8.637436136449562,0.2653919250348994
circ_00814,CD8+ T cells,3.743872272451516,0.38551801864185165
circ_00815,NK cells,1.16454573127871,0.39016384794708114
circ_00816,B cells,5.398035248008711,0.2983440789261824
circ_00817,Macrophages,9.109104007031451,0.24644458714866785
circ_00818,CD4+ T cells,6.595457553545113,0.1284730374127403
circ_00819,NK cells,8.96235219800906,0.2669651808541012
circ_00820,CD4+ T cells,7.1968229383682205,0.5420252311949901
circ_00821,CD4+ T cells,9.965056726371426,0.6407976281280784
circ_00822,Dendritic cells,9.167255855865276,0.9938910991337397
circ_00823,B cells,6.466855631715424,0.6527142533991367
circ_00824,CD8+ T cells,4.0093709256322105,0.6634398143117467
circ_00825,CD4+ T cells,9.26393891495958,0.39559787079176234
circ_00826,Macrophages,4.297229163440495,0.4997639921065372
circ_00827,Dendritic cells,4.086516862688155,0.813468690749156
circ_00828,CD8+ T cells,1.429536159611261,0.5408329368760745
circ_00829,NK cells,2.061775374273047,0.8369138934225457
circ_00830,Macrophages,0.0014246605035761473,0.8133231615188724
circ_00831,B cells,6.103058002058461,0.7861559583672469
circ_00832,Macrophages,3.5679990240721726,0.8349363046719657
circ_00833,CD8+ T cells,5.913703339209385,0.9796427374696299
circ_00834,Macrophages,7.946059860451689,0.6942953958727666
circ_00835,NK cells,6.328161279529691,0.5104751118834822
circ_00836,B cells,7.365399905615112,0.9469879693605373
circ_00837,NK cells,5.447448805851436,0.3478544432303336
circ_00838,Dendritic cells,4.350662539700339,0.7340424488409358
circ_00839,Dendritic cells,2.2736491359199986,0.1982783502473186
circ_00840,Dendritic cells,4.9063154945798235,0.19157092033256395
circ_00841,NK cells,0.01536602992004421,0.2782012406141435
circ_00842,CD8+ T cells,3.895167503272253,0.8559728916458565
circ_00843,Dendritic cells,1.2006614516870295,0.8606431042092724
circ_00844,Dendritic cells,8.42168581283945,0.597580565916308
circ_00845,CD4+ T cells,6.474781701469928,0.8592963294889719
circ_00846,CD4+ T cells,4.853499658742283,0.5358828935667773
circ_00847,Dendritic cells,8.680804705790672,0.6612593376805738
circ_00848,CD8+ T cells,6.530886224298056,0.3113815817425798
circ_00849,CD4+ T cells,7.068986249849076,0.1268670589981636
circ_00850,CD4+ T cells,5.405026494402746,0.7146503545376734
circ_00851,Macrophages,7.680400463742529,0.4775724317833039
circ_00852,CD8+ T cells,4.92142506902172,0.4940750044736001
circ_00853,CD4+ T cells,2.6943528393247984,0.7365123313492998
circ_00854,B cells,9.506888199186522,0.22646391129303328
circ_00855,NK cells,1.426623057068389,0.46524158400455107
circ_00856,NK cells,5.182222874523628,0.8948885057863293
circ_00857,B cells,3.1606224309465505,0.41456974634454835
circ_00858,Dendritic cells,3.8837318798963927,0.31294455238547014
circ_00859,CD8+ T cells,2.4456935442467764,0.7941241914575385
circ_00860,CD4+ T cells,4.516629145296811,0.33113635888228876
circ_00861,Macrophages,5.2143987970652965,0.12184633766908903
circ_00862,Dendritic cells,8.645750255624595,0.4053757361236001
circ_00863,Dendritic cells,3.1737721524050864,0.18659860090898617
circ_00864,Dendritic cells,6.29532461247305,0.8361098424266583
circ_00865,NK cells,1.5783950992503082,0.585558718170075
circ_00866,NK cells,6.7149337371924345,0.6655171159056446
circ_00867,B cells,3.8266123292644973,0.2463454429606376
circ_00868,CD4+ T cells,6.476837852855284,0.15152336946428588
circ_00869,CD8+ T cells,0.4331567578644713,0.6448029447091376
circ_00870,NK cells,8.13547554441117,0.6235950670017603
circ_00871,CD4+ T cells,2.3055593885095007,0.7602430090758993
circ_00872,CD8+ T cells,0.771006874263841,0.7850653731614474
circ_00873,CD8+ T cells,4.592856100932586,0.7712193199615243
circ_00874,Macrophages,6.906370462124216,0.124623903122547
circ_00875,B cells,9.05636551657761,0.32898763051076174
circ_00876,NK cells,5.621041793580625,0.4104697717566448
circ_00877,CD4+ T cells,3.904249639121582,0.8892639134392084
circ_00878,Macrophages,6.420880641008813,0.5848297132161415
circ_00879,B cells,3.634521140642808,0.23240717632551883
circ_00880,Macrophages,1.2752597065909554,0.9016226028893897
circ_00881,Dendritic cells,7.893237411800595,0.6773054097225466
circ_00882,CD8+ T cells,4.122266350304753,0.7853955883236752
circ_00883,CD8+ T cells,9.59044539110921,0.6380120967702099
circ_00884,CD8+ T cells,1.8464155938685956,0.13829388959098265
circ_00885,Macrophages,1.1482705407157323,0.21715102005479123
circ_00886,CD4+ T cells,8.18667569614789,0.7160908133013252
circ_00887,Dendritic cells,8.273037668997883,0.18740355743118936
circ_00888,CD8+ T cells,8.810882471437731,0.8445849036873767
circ_00889,NK cells,9.108807608106318,0.641398962680363
circ_00890,CD4+ T cells,7.439667569754102,0.779321302268092
circ_00891,Macrophages,8.035687462717705,0.637833662478261
circ_00892,CD4+ T cells,2.7851147926052313,0.5402961000735738
circ_00893,CD8+ T cells,0.502179152008907,0.5880889974619681
circ_00894,NK cells,0.21015213353425488,0.5555646275423071
circ_00895,CD8+ T cells,3.477736650265607,0.9505282841564908
circ_00896,NK cells,4.286543689185404,0.12626577886245485
circ_00897,CD4+ T cells,5.294893964007494,0.9579683929589758
circ_00898,Macrophages,3.465120105005144,0.8394855868793013
circ_00899,B cells,9.965967541902483,0.12580493669739343
circ_00900,CD8+ T cells,9.65661299737645,0.810131821966359
circ_00901,Dendritic cells,8.089153249271178,0.5480004065247602
circ_00902,CD4+ T cells,8.459642883222067,0.2899262774020439
circ_00903,NK cells,2.4197127773830465,0.9514846381945298
circ_00904,CD8+ T cells,3.5171446019127375,0.4569570856359082
circ_00905,NK cells,5.267682497869963,0.9920966352128052
circ_00906,CD8+ T cells,3.8914462667711236,0.6472821489670687
circ_00907,CD4+ T cells,0.6730302306072244,0.5669975792152921
circ_00908,Macrophages,6.488425239384636,0.6742425768787924
circ_00909,CD4+ T cells,7.368768018060393,0.9299246686300277
circ_00910,Dendritic cells,8.771725232477806,0.461435979679063
circ_00911,CD4+ T cells,2.5624596567587012,0.5219077259530311
circ_00912,B cells,9.071273690982203,0.12702306667795435
circ_00913,Macrophages,7.325916765956334,0.42619760659613215
circ_00914,B cells,5.553636168149353,0.19219565066911587
circ_00915,CD8+ T cells,3.838188754903342,0.9375220284523822
circ_00916,NK cells,5.403423060278851,0.703119039107986
circ_00917,Dendritic cells,7.690087757257661,0.18973819498620526
circ_00918,Macrophages,3.3374259687006527,0.22768083309897824
circ_00919,Dendritic cells,1.8421939486431083,0.3447161465231657
circ_00920,CD8+ T cells,5.9385263157310515,0.8446178178820856
circ_00921,NK cells,1.8287978030222074,0.8815448023952352
circ_00922,CD4+ T cells,0.794947812723884,0.7386448729605123
circ_00923,B cells,3.243247870808652,0.7656272810601927
circ_00924,NK cells,7.743065245953293,0.13783517769367165
circ_00925,NK cells,6.481935899888573,0.49299010084519246
circ_00926,CD8+ T cells,0.9831095552576496,0.20177998568388203
circ_00927,B cells,0.23560133072828116,0.3534476195827708
circ_00928,CD4+ T cells,2.745381134794812,0.2499218213459739
circ_00929,CD4+ T cells,5.5799789783976195,0.4569109072467804
circ_00930,B cells,2.106571565117,0.3029197620676833
circ_00931,CD8+ T cells,7.062760747265821,0.6663281662823435
circ_00932,Macrophages,1.0619697824272245,0.9325991155634357
circ_00933,Macrophages,4.620320578820443,0.9354779683186906
circ_00934,B cells,3.6597243590632553,0.5855187602051463
circ_00935,NK cells,1.395305965415854,0.7568922172279824
circ_00936,Dendritic cells,1.2731043878916215,0.5474597239722305
circ_00937,CD4+ T cells,8.159345038179827,0.7704166472913258
circ_00938,Dendritic cells,0.1309240108646248,0.6241802817132102
circ_00939,Macrophages,4.323207599049901,0.3039868159401533
circ_00940,Dendritic cells,9.821527875486508,0.6191117458883271
circ_00941,Macrophages,0.0018698272028072616,0.8128454844311771
circ_00942,Macrophages,5.033932010851227,0.5560452808746553
circ_00943,Dendritic cells,2.023782014505829,0.8910260265868172
circ_00944,NK cells,3.0862211743797587,0.5605686212715497
circ_00945,Macrophages,9.144330500060988,0.5717448039339156
circ_00946,NK cells,6.938614328017094,0.4450152226025105
circ_00947,Dendritic cells,4.7505604047169765,0.33949961998850764
circ_00948,CD4+ T cells,9.797893151804507,0.15746888920068078
circ_00949,NK cells,6.417420382090774,0.597431139636055
circ_00950,CD4+ T cells,9.255369497821652,0.47992447431891605
circ_00951,Macrophages,8.224562160169148,0.5736621359535855
circ_00952,B cells,5.924309261076774,0.9208029694871533
circ_00953,B cells,9.617649217290223,0.7318865038016658
circ_00954,Macrophages,1.423312041196526,0.306116269064696
circ_00955,NK cells,6.681024335446687,0.3875100863191727
circ_00956,CD8+ T cells,4.65116211174464,0.7143910783395627
circ_00957,CD4+ T cells,0.6275899461598233,0.21598633667073275
circ_00958,B cells,0.4316171187804574,0.4774692545097401
circ_00959,CD8+ T cells,9.507821432121377,0.5771417788021791
circ_00960,Macrophages,9.59444107631605,0.5337408348649166
circ_00961,NK cells,6.349114302966955,0.4963328233358085
circ_00962,CD8+ T cells,2.2959911541258213,0.103764714649962
circ_00963,Dendritic cells,2.1575216168436784,0.7497551029789843
circ_00964,NK cells,7.083578723940168,0.47771020817305987
circ_00965,NK cells,6.048096564125089,0.8488437821830301
circ_00966,Dendritic cells,7.388241122433467,0.8043322672087437
circ_00967,CD4+ T cells,8.606047171833598,0.18654812013508573
circ_00968,B cells,2.9495117076630475,0.15662396812256957
circ_00969,NK cells,6.686106360132655,0.7642204152909158
circ_00970,NK cells,1.1628348776695818,0.9509511157263942
circ_00971,B cells,2.8719462014299912,0.5572115240799721
circ_00972,B cells,7.706927626152533,0.6863244995483635
circ_00973,NK cells,6.116561375136201,0.4383049144665605
circ_00974,CD4+ T cells,2.6850086512452584,0.41934151596877944
circ_00975,Macrophages,9.617171428446007,0.976907490431613
circ_00976,Dendritic cells,8.026507297728996,0.20648871875122082
circ_00977,CD8+ T cells,7.964556456704781,0.24235321258547607
circ_00978,Macrophages,6.569573767329783,0.4375400249844391
circ_00979,Dendritic cells,4.186316881939103,0.6480580871066761
circ_00980,NK cells,9.451083691566943,0.28180399806867007
circ_00981,B cells,7.336491878424488,0.7337861925076876
circ_00982,CD4+ T cells,9.004817194735415,0.6851549648400026
circ_00983,B cells,5.372547072511131,0.4421063937817111
circ_00984,B cells,1.0201240466477546,0.2047863857653539
circ_00985,CD4+ T cells,8.098040492564193,0.3501804515351997
circ_00986,B cells,6.750961896550284,0.5754007440388436
circ_00987,NK cells,5.4009980320200786,0.33493891865142766
circ_00988,Macrophages,3.14317260452842,0.5369569998828642
circ_00989,Dendritic cells,1.1710440742050066,0.5552626679865711
circ_00990,B cells,2.643013774131324,0.9811178396595446
circ_00991,NK cells,9.4538624813168,0.3404911332397135
circ_00992,Dendritic cells,1.5817195676521012,0.14217108881524415
circ_00993,B cells,5.71942475801205,0.9363339979760088
circ_00994,Dendritic cells,8.34496839126786,0.15539052660991065
circ_00995,B cells,6.186025557949307,0.6754802169440641
circ_00996,NK cells,4.920127378296337,0.37605762453145053
circ_00997,Dendritic cells,2.522954599300038,0.8161292087184783
circ_00998,Dendritic cells,1.3342317179504226,0.12493774080288084
circ_00999,B cells,9.73704677277943,0.2851029158637364
circ_01000,CD4+ T cells,6.340784802187449,0.2617066710527517
circ_01001,NK cells,3.1147654591194716,0.6094741124103286
circ_01002,Dendritic cells,5.385148851585182,0.6224911335060074
circ_01003,CD4+ T cells,9.817088566003045,0.6304745713529362
circ_01004,NK cells,0.9597196922815443,0.1766744037691895
circ_01005,B cells,6.7127459772649924,0.1392676536878416
circ_01006,Dendritic cells,6.9351406831174085,0.17552992821978686
circ_01007,NK cells,3.979974286027038,0.489179514512355
circ_01008,Dendritic cells,3.1742488578182715,0.2739430577297789
circ_01009,CD8+ T cells,2.5302376851255803,0.6413392084709926
circ_01010,CD4+ T cells,4.019871983198112,0.9065110733905491
circ_01011,Dendritic cells,0.11867001348953798,0.8724989231383505
circ_01012,B cells,1.0499644704357691,0.7191497606972242
circ_01013,Macrophages,3.590413199995528,0.8439707425234984
circ_01014,CD8+ T cells,5.899328341309591,0.7538216426258938
circ_01015,Dendritic cells,6.6444416492415534,0.9873583041943305
circ_01016,Dendritic cells,6.606464322601121,0.23320039986784066
circ_01017,NK cells,0.07944700980552,0.4769123945808883
circ_01018,B cells,1.523157774563343,0.6221204192850393
circ_01019,NK cells,8.759210891509714,0.2563360508493815
circ_01020,B cells,9.587140832686744,0.5082164072885498
circ_01021,NK cells,5.58186910089575,0.14435711733591192
circ_01022,Dendritic cells,7.447484172387485,0.622487768315729
circ_01023,NK cells,3.0466319211379034,0.48131159461273065
circ_01024,Macrophages,7.765022648701887,0.9504261441126283
circ_01025,CD4+ T cells,5.517628231877008,0.25737392858442937
circ_01026,Macrophages,0.4973613560717205,0.1777936879706607
circ_01027,Dendritic cells,2.0372583360025165,0.9250916652576254
circ_01028,CD8+ T cells,5.834154048552655,0.6633992390853571
circ_01029,B cells,7.00551231149234,0.886756739355035
circ_01030,CD4+ T cells,4.1522203342742605,0.45512283839171297
circ_01031,NK cells,7.98877839584325,0.4650383725035113
circ_01032,CD8+ T cells,0.2575090715504613,0.5189178479263536
circ_01033,B cells,9.441330028404874,0.9132414437256478
circ_01034,B cells,4.458154245471916,0.33474793458747876
circ_01035,Macrophages,5.469233253066612,0.8416345061975242
circ_01036,Dendritic cells,3.141281830297814,0.9809919257315104
circ_01037,NK cells,4.877652484607525,0.8681916321271033
circ_01038,CD8+ T cells,6.2418839360797795,0.11298807245988385
circ_01039,NK cells,6.669693139086434,0.8510646407773732
circ_01040,NK cells,4.456171807999062,0.16837330457322225
circ_01041,B cells,8.74042917948866,0.34026524597612495
circ_01042,CD4+ T cells,5.789241205551273,0.13826247371397593
circ_01043,Macrophages,8.843634901926329,0.5225529788284061
circ_01044,CD4+ T cells,6.059339959413824,0.23596670542677287
circ_01045,NK cells,0.6290571525389099,0.8479825197330277
circ_01046,Macrophages,3.384555357052127,0.6258076676436154
circ_01047,CD8+ T cells,6.1352793867079605,0.17195440952649568
circ_01048,Dendritic cells,8.681977122363753,0.9997652889778177
circ_01049,B cells,4.500307406781873,0.9851748078848027
circ_01050,CD8+ T cells,2.6027740582934724,0.3879846668668899
circ_01051,B cells,4.710699401007501,0.6376405188757163
circ_01052,B cells,0.5247493910743772,0.19470507156365094
circ_01053,CD8+ T cells,5.044216793767262,0.12509003366327917
circ_01054,NK cells,2.067864934110114,0.8718654062683285
circ_01055,B cells,1.164032585633178,0.9637052017669833
circ_01056,B cells,5.605183477491153,0.7330695210192063
circ_01057,NK cells,3.191658749741364,0.4306790987505952
circ_01058,Macrophages,6.336676809076708,0.9644378563398102
circ_01059,CD8+ T cells,4.221067763627539,0.6901490313579213
circ_01060,CD8+ T cells,5.874582881288303,0.25052699066616224
circ_01061,NK cells,9.233732452564714,0.38568770218293646
circ_01062,Dendritic cells,6.415529906650297,0.18232732704579252
circ_01063,Dendritic cells,4.938666170339166,0.708800901688726
circ_01064,B cells,5.590965265622198,0.23834261661422132
circ_01065,B cells,6.037622415405539,0.7539740342235315
circ_01066,NK cells,7.105657329396065,0.9653702288279546
circ_01067,B cells,4.930009635221577,0.952310660646322
circ_01068,B cells,7.006875448802369,0.6449557623522342
circ_01069,NK cells,7.346804785357745,0.16580640904233096
circ_01070,NK cells,3.469806636238334,0.6453027417703739
circ_01071,B cells,4.628102841008611,0.6753470898039822
circ_01072,B cells,9.085729185869853,0.1680309646722869
circ_01073,B cells,4.93146228784841,0.6962654410402774
circ_01074,NK cells,5.3659865923263865,0.14314815021072497
circ_01075,CD4+ T cells,8.403037292167525,0.4734459462040854
circ_01076,CD8+ T cells,2.902847847396143,0.43292334565660295
circ_01077,Dendritic cells,6.065971830206157,0.8606026814148023
circ_01078,Dendritic cells,1.9830860183596,0.35611565445830484
circ_01079,CD4+ T cells,6.386647615529517,0.28089570738384473
circ_01080,Dendritic cells,0.4946758232706172,0.32084886068223406
circ_01081,Macrophages,2.977292735895639,0.9450901590560701
circ_01082,B cells,1.0744210781107233,0.52752766206898
circ_01083,CD4+ T cells,0.45500913126924725,0.8703307898356305
circ_01084,NK cells,9.252655562677234,0.1022637675805094
circ_01085,CD8+ T cells,0.2700524967301854,0.24421417080803695
circ_01086,Macrophages,7.2226305605448236,0.196798536720397
circ_01087,Macrophages,1.7693394025326559,0.11761481593576634
circ_01088,CD4+ T cells,6.351569022609148,0.3656420814618654
circ_01089,B cells,3.7738186671901586,0.2283876838962564
circ_01090,NK cells,7.372580047475902,0.8405860243935233
circ_01091,CD4+ T cells,8.302078780233295,0.3836190973546507
circ_01092,Dendritic cells,3.539393916691611,0.7883202896575217
circ_01093,CD4+ T cells,5.939601172333475,0.3055508514153016
circ_01094,Macrophages,3.3010717032438897,0.19549246209309568
circ_01095,NK cells,8.34773704736879,0.5099566329752044
circ_01096,Macrophages,4.665179969195754,0.16688725114649375
circ_01097,CD4+ T cells,8.409993905218977,0.9665654609730472
circ_01098,Dendritic cells,0.09720866078140933,0.7907651180355314
circ_01099,CD4+ T cells,0.5155376543815238,0.5732234447473887
circ_01100,Macrophages,0.36045453939630323,0.3742671382928452
circ_01101,B cells,7.190227273859849,0.2033650434701566
circ_01102,Macrophages,0.1409366087209618,0.5822099477693891
circ_01103,NK cells,4.639109578525242,0.4823794429003627
circ_01104,NK cells,3.898771663912531,0.5714006896692021
circ_01105,CD8+ T cells,0.5256588461604028,0.6267097618794737
circ_01106,B cells,8.428666305548866,0.7799691956115138
circ_01107,Macrophages,1.0582584757916458,0.2127965709924
circ_01108,NK cells,6.1668924874987265,0.562129226958972
circ_01109,CD8+ T cells,7.880948776087689,0.589393393251865
circ_01110,CD4+ T cells,8.67130298704494,0.9975846865309459
circ_01111,Macrophages,7.367291985140111,0.638226627498322
circ_01112,B cells,2.381220291162305,0.8398409295146697
circ_01113,CD4+ T cells,0.6043354774597987,0.5474416566264295
circ_01114,Dendritic cells,1.221206202575833,0.4364040518179132
circ_01115,Dendritic cells,6.702514952756864,0.12439727401497497
circ_01116,Macrophages,3.1890226358038176,0.34147623951178074
circ_01117,CD4+ T cells,9.41230023344369,0.7709959017739179
circ_01118,B cells,2.3571075599411326,0.5652238416011338
circ_01119,B cells,7.017275311202726,0.22064610045718458
circ_01120,Macrophages,8.763161620553504,0.21018686060157854
circ_01121,CD8+ T cells,7.970644402381847,0.8379477611215338
circ_01122,B cells,8.904002887196757,0.9379206565041308
circ_01123,CD4+ T cells,2.299192521947732,0.8773330764975085
circ_01124,B cells,1.0891230200793522,0.1186886133901491
circ_01125,CD4+ T cells,9.156081947303282,0.46154144881116266
circ_01126,CD8+ T cells,7.603809276344942,0.23820098503409032
circ_01127,B cells,2.6397835469307953,0.34356823466750197
circ_01128,B cells,9.682195125055172,0.9367001042388078
circ_01129,Dendritic cells,6.0546594274050065,0.6523296488618627
circ_01130,NK cells,9.769806000529531,0.8614614401102326
circ_01131,NK cells,1.9924436243106913,0.19621652098630873
circ_01132,Dendritic cells,7.32478528663415,0.7372995320081751
circ_01133,B cells,5.102637524074247,0.1894417475770377
circ_01134,NK cells,3.621361322562082,0.2538607109840808
circ_01135,Dendritic cells,6.279057567289264,0.9512662441912454
circ_01136,CD4+ T cells,1.3182021234296648,0.5977360333530846
circ_01137,CD4+ T cells,1.0668072716038923,0.20384236915718645
circ_01138,CD4+ T cells,4.593493242832093,0.8504079076515745
circ_01139,CD4+ T cells,6.779076553925577,0.29022640415965456
circ_01140,CD8+ T cells,0.22861573862947404,0.24034430493735603
circ_01141,CD8+ T cells,5.302991421561055,0.6658301116850829
circ_01142,CD8+ T cells,7.774810200578081,0.15371305772901664
circ_01143,CD8+ T cells,8.25608444393078,0.4855791842654902
circ_01144,CD4+ T cells,8.322561319715309,0.5974184021077634
circ_01145,Dendritic cells,1.6183396636503844,0.6945970955737805
circ_01146,Macrophages,9.338784615812804,0.3017577376856618
circ_01147,CD4+ T cells,2.6475992012077176,0.6892894311268931
circ_01148,Dendritic cells,0.7610062676245588,0.6372193031300998
circ_01149,CD4+ T cells,4.332618016108417,0.6755223686590881
circ_01150,CD4+ T cells,2.662270535176571,0.5983576744614637
circ_01151,CD4+ T cells,5.927846665601674,0.595222007420279
circ_01152,CD4+ T cells,0.9529200053165365,0.6460805301206269
circ_01153,CD4+ T cells,2.3861115520681397,0.4656199985056536
circ_01154,CD8+ T cells,9.968109100793763,0.549851283407363
circ_01155,Macrophages,1.0965774860437316,0.3668772396309201
circ_01156,NK cells,3.2424133711331593,0.757372613229989
circ_01157,B cells,6.158759014992372,0.6425653654848247
circ_01158,CD4+ T cells,9.543521568020626,0.9715610955341555
circ_01159,NK cells,1.1934079249669372,0.8645580724188854
circ_01160,NK cells,4.787394389582053,0.6256298718967088
circ_01161,B cells,7.363293843562506,0.7899789556876403
circ_01162,CD8+ T cells,7.118720697048091,0.4824077031133198
circ_01163,Dendritic cells,6.384293467066576,0.9083159515995781
circ_01164,Dendritic cells,9.803098208574566,0.35136488401770827
circ_01165,Macrophages,4.562215910499932,0.3764299558252402
circ_01166,Macrophages,9.287238791389868,0.43239831408940776
circ_01167,NK cells,0.8812777519656034,0.6169311447088446
circ_01168,Macrophages,0.08429191324608398,0.1711177748484632
circ_01169,Macrophages,4.855503473237403,0.8909831519226139
circ_01170,Macrophages,6.79959365312083,0.4330096781641619
circ_01171,Dendritic cells,9.62172856447058,0.8364392366398732
circ_01172,Macrophages,8.502912741075342,0.230111477137863
circ_01173,Macrophages,8.828815306369453,0.21933664233595035
circ_01174,CD4+ T cells,7.854786441126582,0.6949764845151427
circ_01175,B cells,0.9772878173356958,0.9205895774312038
circ_01176,B cells,1.762990223629255,0.23516037592921513
circ_01177,CD8+ T cells,4.802714710343674,0.7412145130091276
circ_01178,Dendritic cells,5.6717298392766216,0.45867922032173136
circ_01179,NK cells,2.6095940330904774,0.47422319618294406
circ_01180,Dendritic cells,2.3436531163725425,0.8533742680585816
circ_01181,NK cells,9.991016327257157,0.8077463068660962
circ_01182,B cells,0.400716017009245,0.6644657931052868
circ_01183,Dendritic cells,0.908431559775138,0.7057854231924982
circ_01184,CD4+ T cells,7.095883595744254,0.45888995156238155
circ_01185,NK cells,7.6021361946073185,0.8459179435487469
circ_01186,B cells,5.306942874990011,0.1501148605551581
circ_01187,B cells,5.37074224777526,0.44721699128148185
circ_01188,Dendritic cells,9.459873713094503,0.8172030266198108
circ_01189,CD8+ T cells,6.031525601008828,0.1535856216015167
circ_01190,Macrophages,6.321257856739241,0.24684433165186345
circ_01191,Macrophages,4.96743358856347,0.5243113173035514
circ_01192,Macrophages,5.866251512397589,0.5954010440648629
circ_01193,Dendritic cells,8.13924215035706,0.6336434237611375
circ_01194,Macrophages,7.952659848120903,0.46805320780915305
circ_01195,CD8+ T cells,7.724342830393662,0.32346600708170287
circ_01196,Macrophages,8.6902521100331,0.5853001072295976
circ_01197,CD8+ T cells,0.013529312409509275,0.18292176787974695
circ_01198,Dendritic cells,5.993451990367853,0.7583185627122705
circ_01199,NK cells,9.872160932935465,0.42064662725163227
circ_01200,Macrophages,3.9558500862944856,0.11544628834478582
circ_01201,NK cells,3.8960183823878114,0.17497951499837683
circ_01202,CD4+ T cells,0.03692962934093047,0.3763870218434021
circ_01203,Macrophages,9.385757067798732,0.370311166048927
circ_01204,Dendritic cells,0.44695587992311103,0.7430404664785846
circ_01205,Macrophages,5.345853635533526,0.9209440386948047
circ_01206,Macrophages,6.101064157779444,0.8224681887930948
circ_01207,NK cells,5.606699194880419,0.5370662475233342
circ_01208,Dendritic cells,2.914890357732208,0.3318578431716118
circ_01209,Macrophages,3.7474047966168356,0.8210489643276883
circ_01210,B cells,0.44388887388099985,0.8763967192080414
circ_01211,Dendritic cells,9.204971191124349,0.19657121780644435
circ_01212,NK cells,2.834335135954833,0.6248313561489067
circ_01213,CD8+ T cells,3.285880115659742,0.8142315184468082
circ_01214,CD4+ T cells,8.905218708992663,0.9422725540763881
circ_01215,Dendritic cells,8.62427774388481,0.5029819056480304
